Year,Round,College,Branch,Category,CutoffRank
2024,Mock,Government Engineering College Raichur,Computers,2AR,65023
2024,Mock,Government Engineering College Raichur,Computers,3AG,67743
2024,Mock,Government Engineering College Raichur,Computers,3BG,61058
2024,Mock,Government Engineering College Raichur,Computers,GM,43351
2024,Mock,Government Engineering College Raichur,Computers,GMK,56955
2024,Mock,Government Engineering College Raichur,Computers,GMR,54671
2024,Mock,Government Engineering College Raichur,Computers,SCG,73195
2024,Mock,Government Engineering College Raichur,Computers,STG,70974
2024,Mock,"Government Engineering College Huvina Hadagali,Bellary Dist.",Mechanical,GM,274708
2024,Mock,"Yenepoya Institute of Technology Thodar,Moodbidri",Mechanical,GM,225981
2024,Mock,K L E Institute of Technology Hubli,Computers,1G,27344
2024,Mock,K L E Institute of Technology Hubli,Computers,2AG,21554
2024,Mock,K L E Institute of Technology Hubli,Computers,2AK,21637
2024,Mock,K L E Institute of Technology Hubli,Computers,2AR,26370
2024,Mock,K L E Institute of Technology Hubli,Computers,2BG,23551
2024,Mock,K L E Institute of Technology Hubli,Computers,3AG,18917
2024,Mock,K L E Institute of Technology Hubli,Computers,3BG,18089
2024,Mock,K L E Institute of Technology Hubli,Computers,3BR,23814
2024,Mock,K L E Institute of Technology Hubli,Computers,GM,16918
2024,Mock,K L E Institute of Technology Hubli,Computers,GMK,21256
2024,Mock,K L E Institute of Technology Hubli,Computers,GMR,22446
2024,Mock,K L E Institute of Technology Hubli,Computers,SCG,62546
2024,Mock,K L E Institute of Technology Hubli,Computers,SCK,69732
2024,Mock,K L E Institute of Technology Hubli,Computers,SCR,73759
2024,Mock,K L E Institute of Technology Hubli,Computers,STG,48477
2024,Mock,K L E Institute of Technology Hubli,Computers,STR,66225
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,2AG,267447
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,2BG,266837
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,3AG,259829
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,GM,241610
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,SCG,270123
2024,Mock,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Mechanical,GM,274315
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,1G,91723
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,2AG,91858
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,2AR,97212
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,2BG,106840
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,3AG,103501
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,3BG,91398
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,GM,83857
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,GMK,86260
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,GMR,93796
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,SCG,194900
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc. and,STG,189147
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,1G,81273
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,2AG,74973
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,2AR,82002
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,2BG,82881
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,3AG,70060
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,3BG,72471
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,GM,69488
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,GMK,70768
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,GMR,76165
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,SCG,201389
2024,Mock,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,STG,144429
2024,Mock,"R.R.Institute of Technology Chikkabanavara, Bangalore",Civil,GM,274851
2024,Mock,"R.R.Institute of Technology Chikkabanavara, Bangalore",Mechanical,GM,271711
2024,Mock,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Civil,GM,269758
2024,Mock,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Mechanical,GM,264963
2024,Mock,Navodaya Institute of Technology Raihcur,Mechanical,GM,206531
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,1G,9822
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,1R,14124
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AG,8151
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AK,13370
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AR,10325
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2BG,11860
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3AG,6217
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3AR,7454
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BG,6075
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BK,12520
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BR,7557
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GM,5448
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GMK,11379
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GMR,7061
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCG,27959
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCK,36297
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCR,37340
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,STG,27642
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,STR,30422
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,1G,12347
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,2AG,11691
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,2AK,14776
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,2AR,14667
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,2BG,16423
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,2BR,20779
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,3AG,8752
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,3AR,10796
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,3BG,9181
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,3BR,10180
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,GM,8092
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,GMK,12414
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,GMR,10094
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,SCG,42019
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,SCK,46522
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,SCR,55983
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,STG,45977
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,STK,78398
2024,Mock,The National Institute of Engineering(NORTH CAMPUS) Mysore,Info.Science,STR,54634
2024,Mock,Bearys Institute of Technology Mangalore,Civil,GM,274057
2024,Mock,Bearys Institute of Technology Mangalore,Mechanical,GM,249794
2024,Mock,"Sri Basaveswara Institute of Technology Tiptur, Tumkur(D)",Civil,GM,273771
2024,Mock,C Byre Gowda Institute of Technology Kolar,Mechanical,3AG,244642
2024,Mock,C Byre Gowda Institute of Technology Kolar,Mechanical,GM,244329
2024,Mock,C Byre Gowda Institute of Technology Kolar,Mechanical,SCG,270631
2024,Mock,Angadi Institute of Technology and Management Belgaum,Mechanical,GM,273165
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,1G,89083
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,1R,91813
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,2AG,73959
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,2BG,90385
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,3AG,69572
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,3BG,68216
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,3BK,106938
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,GM,65957
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,GMR,68055
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,SCG,178177
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,STG,156750
2024,Mock,"ACS College of Engineering Kengeri Hobli,Bangalore",Electronics,STR,222364
2024,Mock,Vijaya Vittala Institute of Technology Bangalore,Civil,GM,271169
2024,Mock,Vijaya Vittala Institute of Technology Bangalore,Mechanical,GM,265876
2024,Mock,Akshaya Institute of Technology Tumkur,Mechanical,GM,271206
2024,Mock,"Srinivas University Mukka, Suratkal, Mangalore",B Tech in CE,GM,265958
2024,Mock,"Srinivas University Mukka, Suratkal, Mangalore",B Tech in ME,GM,271071
2024,Mock,Government Engineering College KARWAR,Mechanical,GM,273087
2024,Mock,Veerappa Nisty Engineering College Yadigir Dist,Civil,GM,271173
2024,Mock,Veerappa Nisty Engineering College Yadigir Dist,Mechanical,GM,209453
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in EE,2AG,148303
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in EE,2BG,142850
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in EE,3AG,130041
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in EE,GM,128052
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in EE,SCG,160961
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CE,2AG,185040
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CE,GM,181170
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,1G,73113
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,2AG,70564
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,2AR,92055
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,3AG,81266
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,3BG,68778
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,GM,49883
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,GMK,57301
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,GMR,62263
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,SCG,90782
2024,Mock,Sharnbasva University College for Women(Formerly Godutai) Gulbarga,B Tech in CS,STG,183349
2024,Mock,Sampoorna Institute of Technology and Research Ramanagara (D),Civil,GM,254613
2024,Mock,Sampoorna Institute of Technology and Research Ramanagara (D),Electrical,2AG,155251
2024,Mock,Sampoorna Institute of Technology and Research Ramanagara (D),Electrical,2BG,171133
2024,Mock,Sampoorna Institute of Technology and Research Ramanagara (D),Electrical,GM,149466
2024,Mock,Sampoorna Institute of Technology and Research Ramanagara (D),Electrical,SCG,250060
2024,Mock,"K.S. School of Engineering And Management Mallasandra, Bangalore",Civil,GM,267456
2024,Mock,"K.S. School of Engineering And Management Mallasandra, Bangalore",Mechanical,GM,271751
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,1G,69774
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,1R,86477
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,2AG,75386
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,2BG,99757
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,3AG,83061
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,3BG,81999
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,GM,61358
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,GMK,72190
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,GMR,71617
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,SCG,168987
2024,Mock,Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,Artificial,STG,236255
2024,Mock,"VSMs Somashekar R Kothiwale Institute of Technology Nippani, Belgaum- Dist",Mechanical,GM,271473
2024,Mock,"Jain Institute of Technology Cross,Davanagere",Mechanical,GM,272236
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,1G,25775
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,2AG,22747
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,2AR,23995
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,2BG,23604
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,3AG,18807
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,3AK,27409
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,3AR,21768
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,3BG,19391
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,GM,18129
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,GMR,19233
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,SCG,51927
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Artificial,STG,60002
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,1G,29084
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,2AG,25647
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,2BG,33921
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,3AG,24691
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,3BG,24705
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,GM,23816
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,GMK,36861
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,GMR,30473
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,SCG,90447
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,STG,77675
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computer Sc. and,STR,191873
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,1G,26246
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,2AG,23899
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,2AR,32716
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,2BG,36152
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,3AG,19423
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,3BG,21620
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,GM,18673
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,GMK,28983
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,GMR,22385
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,SCG,63169
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,SCR,97624
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS(Artificial,STG,84518
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,1G,22246
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,1R,25952
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,2AG,21226
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,2AK,23705
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,2AR,23615
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,2BG,29750
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,2BR,37073
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,3AG,16789
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,3AR,19095
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,3BG,17127
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,3BK,22678
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,3BR,19161
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,GM,16360
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,GMK,22004
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,GMR,18949
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,SCG,67503
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,SCK,71108
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,SCR,82839
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,STG,73588
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,STK,79322
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,Computers,STR,75073
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,1G,28213
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,2AG,24663
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,2AR,33634
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,2BG,34950
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,3AG,22292
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,3BG,22261
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,GM,20086
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,GMR,23783
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,SCG,68481
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,SCR,99700
2024,Mock,Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore,CS- Cyber Security,STG,91387
2024,Mock,Lingarajappa Engineering College Bidar,Electronics,2AG,119636
2024,Mock,Lingarajappa Engineering College Bidar,Electronics,2AR,150987
2024,Mock,Lingarajappa Engineering College Bidar,Electronics,GM,117972
2024,Mock,Lingarajappa Engineering College Bidar,Electronics,SCG,131223
2024,Mock,Lingarajappa Engineering College Bidar,Electronics,STG,143393
2024,Mock,Lingarajappa Engineering College Bidar,Mechanical,GM,267065
2024,Mock,Shetty Institute of Technology Gulbarga,Civil,2BG,270563
2024,Mock,Shetty Institute of Technology Gulbarga,Civil,GM,256062
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,2AG,79132
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,3BG,78655
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,GM,67398
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,GMR,67614
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,SCG,94730
2024,Mock,Shetty Institute of Technology Gulbarga,Computers,STG,130300
2024,Mock,Alliance University Bangalore,B Tech in CY,1G,51030
2024,Mock,Alliance University Bangalore,B Tech in CY,2AG,56298
2024,Mock,Alliance University Bangalore,B Tech in CY,2AR,87606
2024,Mock,Alliance University Bangalore,B Tech in CY,2BK,202452
2024,Mock,Alliance University Bangalore,B Tech in CY,3BG,49926
2024,Mock,Alliance University Bangalore,B Tech in CY,GM,45599
2024,Mock,Alliance University Bangalore,B Tech in CY,GMR,61086
2024,Mock,Alliance University Bangalore,B Tech in CY,SCG,107185
2024,Mock,Alliance University Bangalore,B Tech in CY,STG,138063
2024,Mock,Alliance University Bangalore,B Tech in IO,1G,66774
2024,Mock,Alliance University Bangalore,B Tech in IO,2AG,66123
2024,Mock,Alliance University Bangalore,B Tech in IO,2BG,57966
2024,Mock,Alliance University Bangalore,B Tech in IO,3AG,52388
2024,Mock,Alliance University Bangalore,B Tech in IO,3BG,55685
2024,Mock,Alliance University Bangalore,B Tech in IO,3BR,88899
2024,Mock,Alliance University Bangalore,B Tech in IO,GM,51404
2024,Mock,Alliance University Bangalore,B Tech in IO,GMK,89747
2024,Mock,Alliance University Bangalore,B Tech in IO,GMR,87584
2024,Mock,Alliance University Bangalore,B Tech in IO,SCG,145384
2024,Mock,Alliance University Bangalore,B Tech in IO,STG,165380
2024,Mock,Alliance University Bangalore,B Tech in IO,STR,266806
2024,Mock,Alliance University Bangalore,B.TECH IN,2AG,74803
2024,Mock,Alliance University Bangalore,B.TECH IN,2AR,84895
2024,Mock,Alliance University Bangalore,B.TECH IN,3BG,67917
2024,Mock,Alliance University Bangalore,B.TECH IN,GM,64809
2024,Mock,Alliance University Bangalore,B.TECH IN,GMK,80833
2024,Mock,Alliance University Bangalore,B.TECH IN,GMR,76493
2024,Mock,Alliance University Bangalore,B.TECH IN,SCG,152270
2024,Mock,Alliance University Bangalore,B.TECH IN,STG,177780
2024,Mock,"Biluru Gurubasava Mahaswamiji Institute of Technology Mudhol,Bagalkot- Dist",Mechanical,GM,263534
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),2AG,56382
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),GM,44798
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),GMK,60048
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),GMR,67982
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),SCG,82004
2024,Mock,Reva University Bangalore,B.Tech(Agri.Engg),STG,124245
2024,Mock,Reva University Bangalore,B Tech in CS,1G,22463
2024,Mock,Reva University Bangalore,B Tech in CS,1R,23266
2024,Mock,Reva University Bangalore,B Tech in CS,2AG,22725
2024,Mock,Reva University Bangalore,B Tech in CS,2AK,28312
2024,Mock,Reva University Bangalore,B Tech in CS,2AR,24879
2024,Mock,Reva University Bangalore,B Tech in CS,2BG,26375
2024,Mock,Reva University Bangalore,B Tech in CS,2BR,32090
2024,Mock,Reva University Bangalore,B Tech in CS,3AG,18466
2024,Mock,Reva University Bangalore,B Tech in CS,3AR,20785
2024,Mock,Reva University Bangalore,B Tech in CS,3BG,17871
2024,Mock,Reva University Bangalore,B Tech in CS,3BR,21315
2024,Mock,Reva University Bangalore,B Tech in CS,GM,15756
2024,Mock,Reva University Bangalore,B Tech in CS,GMK,24302
2024,Mock,Reva University Bangalore,B Tech in CS,GMR,20458
2024,Mock,Reva University Bangalore,B Tech in CS,SCG,70140
2024,Mock,Reva University Bangalore,B Tech in CS,SCK,75952
2024,Mock,Reva University Bangalore,B Tech in CS,SCR,97090
2024,Mock,Reva University Bangalore,B Tech in CS,STG,66050
2024,Mock,Reva University Bangalore,B Tech in CS,STK,83238
2024,Mock,Reva University Bangalore,B Tech in CS,STR,73600
2024,Mock,Reva University Bangalore,B Tech in EO,1G,33838
2024,Mock,Reva University Bangalore,B Tech in EO,1K,66058
2024,Mock,Reva University Bangalore,B Tech in EO,2AG,32596
2024,Mock,Reva University Bangalore,B Tech in EO,2BG,44848
2024,Mock,Reva University Bangalore,B Tech in EO,2BR,75467
2024,Mock,Reva University Bangalore,B Tech in EO,3AG,29773
2024,Mock,Reva University Bangalore,B Tech in EO,3AR,33809
2024,Mock,Reva University Bangalore,B Tech in EO,3BG,29814
2024,Mock,Reva University Bangalore,B Tech in EO,GM,29457
2024,Mock,Reva University Bangalore,B Tech in EO,GMR,30697
2024,Mock,Reva University Bangalore,B Tech in EO,SCG,103877
2024,Mock,Reva University Bangalore,B Tech in EO,STG,126985
2024,Mock,Reva University Bangalore,B Tech in IB,1G,30378
2024,Mock,Reva University Bangalore,B Tech in IB,1R,44468
2024,Mock,Reva University Bangalore,B Tech in IB,2AG,27480
2024,Mock,Reva University Bangalore,B Tech in IB,2BG,26834
2024,Mock,Reva University Bangalore,B Tech in IB,2BK,94480
2024,Mock,Reva University Bangalore,B Tech in IB,3AG,25643
2024,Mock,Reva University Bangalore,B Tech in IB,3AR,32727
2024,Mock,Reva University Bangalore,B Tech in IB,3BG,28549
2024,Mock,Reva University Bangalore,B Tech in IB,GM,24658
2024,Mock,Reva University Bangalore,B Tech in IB,GMR,29075
2024,Mock,Reva University Bangalore,B Tech in IB,SCG,90653
2024,Mock,Reva University Bangalore,B Tech in IB,STG,108967
2024,Mock,M.S. Ramaiah University of Applied Sciences Bangalore,B Tech in EC,1G,23772
2024,Mock,M.S. Ramaiah University of Applied Sciences Bangalore,B Tech in EC,2AG,16446
2024,Mock,M.S. Ramaiah University of Applied Sciences Bangalore,B Tech in EC,3AG,17371
